Curso,Componente curricular,Código,Tipo,Núcleo,Número de docentes,Número de aulas semanais,Total de aulas,Abordagem Metodológica,Lab,Grupos de Conhecimentos Essenciais,Ementa,Objetivos,Conteúdo Programático,original_source_pdf,Período Educacional,Carga Horária Total
Licenciatura Em Matemática,Teoria dos Números,CBTTNUM,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos específicos / Pensamento algébrico e Estruturas algébricas.,"Este componente curricular discute tópicos elementares de teoria dos números, tais como o  princípio da boa ordenação no conjunto dos números inteiros, divisibilidade, aritmética modular  etc. Apresenta os conceitos de modo a evidenciar o caráter dedutivo do conhecimento  matemático, por meio do trabalho com provas e demonstrações. Estabelece relações entre a teoria  dos números e o estudo das estruturas algébricas. Estabelece relações entre a teoria dos números  e a matemática escolar.","1. Conhecer e compreender tópicos elementares da teoria dos números, resolvendo  problemas, exercícios e elaborando provas e demonstrações;  2. Compreender as relações entre os conceitos estudados em teoria dos números e o estudo  das estruturas algébricas abstratas;  3. Conhecer e compreender as relações entre os conceitos estudados em teorias dos números  e o ensino e aprendizagem de número e operações na educação básica;  4. Introduzir conceitos básicos para a compreensão do desenvolvimento do pensamento  LICENCIATURA EM MATEMÁTICA  algébrico e das estruturas algébricas, além de suas potencialidades para a fundamentação  do ensino e da aprendizagem da matemática e para a reflexão sobre a prática docente.","1. Tipos de prova: contraexemplo, prova direta, prova por contraposição, redução ao absurdo,  indução finita entre outras;  2. Axiomas de Peano, princípio da boa ordenação e princípio de indução matemática;  3. Conjunto dos números inteiros: características, operações e propriedades;  4. Divisibilidade, MDC, MMC e algoritmo da divisão no conjunto dos números inteiros;  5. Equações diofantinas lineares;  6. Números Primos e compostos;  7. Teorema Fundamental da Aritmética e aplicações;  8. Congruência, equivalência e aritmética modular;  9. Relações entre os conceitos da teoria dos números e a matemática escolar;  10. Relações entre os conceitos da teoria dos números e o estudo das estruturas algébricas.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,4º Semestre,57
Licenciatura Em Matemática,Cálculo Diferencial e Integral 3,CBTCDF3,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos específicos / Função e Cálculo Diferencial e Integral;  Conhecimentos específicos / Fundamentos de Análise.,"Este componente curricular prevê a introdução ao Cálculo de funções de várias variáveis,  destacando os conceitos de limite, derivada e integral para esses tipos de função.  LICENCIATURA EM MATEMÁTICA","1. Compreender o conceito de função como um caso particular de relação, e ampliar o estudo  de seu comportamento por meio de conceitos do Cálculo Diferencial e Integral, articulados  com outras áreas do conhecimento e com a Educação Básica;  2. Conceder conceitos que estruturam o Cálculo Diferencial e Integral, assim como as outras  áreas da matemática, trazendo discussões que abordam questões reflexivas sobre como a  simbologia e a linguagem matemática, as formas de demonstração e o deslocamento do  saber científico influenciam no processo de ensino e aprendizagem da matemática;  3. Estender o conceito de limite, continuidade, derivada e integral no contexto das funções  de várias variáveis;  4. Compreender os conceitos e as propriedades de continuidade e diferenciabilidade, das  funções reais (escalares) de várias variáveis reais e das funções vetoriais de uma e várias  variáveis reais;  5. Estudar o conceito de derivada direcional e gradiente e aplicá-los à construção do plano  tangente e ao encontro de extremos locais;  6. Estudar integrais duplas e triplas e seus métodos de cálculo.","1. Cálculo diferencial de funções de mais de uma variável: funções de mais de uma variável,  parametrização de curvas, limite de funções de mais de uma variável, continuidade de  funções de mais de uma variável, derivadas parciais, diferenciabilidade e diferencial total,  regra da cadeia, derivadas parciais de ordem superior;  2. Derivadas direcionais e aplicações das derivadas parciais: derivadas direcionais e  gradientes, planos tangentes e normais a superfícies, extremos de funções de duas  variáveis;  3. Integração múltipla: integral dupla, cálculo de integrais duplas e integrais iteradas, integral  dupla em coordenadas polares, área de uma superfície, integral tripla, integral tripla em  coordenadas cilíndricas e esféricas, mudança de variáveis em integrais múltiplas.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,5º Semestre,57
Licenciatura Em Matemática,Cálculo Numérico,CBTCANU,Obrigatório,Não informado,1,4,76,Teórica,Não informado,Conhecimentos específicos / Função e Cálculo Diferencial e Integral.,"O componente curricular desenvolve importantes ferramentas para a resolução de problemas  oriundos da própria matemática, ou de outras áreas, estabelecendo um elo entre matemática e  problemas práticos de áreas específicas. Para a resolução desses problemas, o cálculo numérico  irá focar na quantificação dos erros cometidos nas diversas etapas de aproximação numérica, tais  como arredondamento e truncamento, e com questões mais refinadas no escopo dos processos  de aproximação, como discretização e iteração, e principalmente, da taxa de convergência das  sequências de soluções aproximadas para as soluções exatas dos modelos matemáticos sob  investigação.  LICENCIATURA EM MATEMÁTICA","1. Compreender o conceito de função como um caso particular de relação, e ampliar o estudo  de seu comportamento por meio de conceitos do Cálculo Diferencial e Integral, articulados  com outras áreas do conhecimento e com a Educação Básica;  2. Compreender como os números são representados nas calculadoras e computadores e  como são realizadas as operações nestes sistemas;  3. Conhecer e aplicar os principais métodos numéricos para a solução de certos problemas;  4. Estimar e analisar os erros obtidos;  5. Utilizar as tecnologias digitais, com destaque para os recursos que envolvem o uso de  linguagens de programação, para abordar os principais métodos e processos do Cálculo  Numérico.","1. Noções básicas sobre erros;  2. Zeros reais de funções reais: isolamento das raízes; refinamento; métodos da bissecção,  da posição falsa, do ponto fixo, de Newton-Raphson e da secante;  3. Resolução de sistemas lineares: métodos diretos; métodos iterativos;  4. Interpolação: interpolação polinomial; estudo do erro na interpolação;  5. Ajuste de curvas: caso discreto e contínuo; método dos mínimos quadrados;  6. Integração numérica: regra dos trapézios; regra de Simpson;  7. Soluções numéricas de equações diferenciais ordinárias: problemas de valor inicial;  equações de ordem superior.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,5º Semestre,57
Licenciatura Em Matemática,Ensino de Geometria,CBTEGEO,Obrigatório,Não informado,1,2,38,Teórica e Prática,Não,Conhecimentos específicos / Fundamentos de Geometria e Geometria Analítica;  Conhecimentos específicos / Metodologias de ensino;  Conhecimentos específicos / Tendências em Educação Matemática;  Conhecimentos pedagógicos / Didática / 2.1.Ensino e aprendizagem;  Conhecimentos pedagógicos / Didática / 2.3.Métodos e técnicas de ensino.  LICENCIATURA EM MATEMÁTICA,"O componente curricular trata dos temas de Geometria por meio do estudo e da reflexão sobre  ações didáticas para o ensino e a aprendizagem dos objetos do conhecimento desse eixo temático  da Educação Básica. Aborda o desenvolvimento do pensamento e percepção geométricos, bem  como o letramento matemático como competência para resolver situações problema de  geometria. Materiais estruturados e não estruturados para o ensino Geometria Plana e não plana  são objetos de estudo e análise, bem como o uso de jogos, o ensino da linguagem, das notações  e do vocabulário geométricos, o trabalho com construções geométricas, a proposição de  sequências didáticas e outras abordagens pertinentes ao ensino de Geometria na Educação Básica.  A Prática como Componente Curricular (PCC) se dará pela análise, reflexão e proposição de ações  didáticas vivenciadas no decorrer do componente curricular.","1. Compreender e experimentar diferentes metodologias de ensino geometria;  2. Estudar elementos da geometria plana, espacial, destacando aspectos empíricos,  algébricos, axiomáticos, bem como suas construções, transformações e relações com os  conceitos de grandeza e medida, presentes no currículo da Educação Básica, possibilitando  o estudo das diferentes geometrias;  3. Estudar tendências em educação matemática envolvendo o ensino de geometria;  4. Refletir sobre o desenvolvimento da percepção espacial dos alunos e investigar  possibilidades de intervenção para que os alunos avancem;  5. Compreender teorias de diferentes autores sobre o desenvolvimento do pensamento  geométrico e relacionar com propostas de ensino de Geometria;  6. Refletir sobre o ensino de geometria e as dificuldades que os estudantes da Educação  Básica costumam apresentar evidenciando a relação entre as ações didáticas e a  aprendizagem dos conceitos;  7. Conhecer, explorar e investigar o uso de materiais estruturados e não estruturados e outros  recursos associados ao ensino de geometria discutindo suas potencialidades e limitações  no processo de aprendizagem;  8. Conhecer, explorar e investigar e discutir as potencialidades e limitações de recursos  didáticos, como materiais estruturados e não estruturados para o Ensino de Geometria;  9. Conhecer a abordagem do eixo temático Geometria nos documentos oficiais brasileiros  da Educação e refletir sobre o ensino praticado ao longo do tempo.  LICENCIATURA EM MATEMÁTICA",1. Desenvolvimento de percepção espacial e de Pensamento Geométrico;  2. O Ensino de figuras planas: polígonos e não polígonos;  3. O Ensino de figuras não planas;  4. O Ensino das transformações geométricas;  5. Construções geométricas e o ensino de geometria;  6. Ensino/aprendizagem de geometria nos documentos oficiais da Educação do Brasil;  7. Recursos didáticos para o ensino de Geometria.,PPC_Matematica.pdf,5º Semestre,28
Licenciatura Em Matemática,Estruturas Algébricas 2,CBTEAL2,Obrigatório,Não informado,1,4,76,Teórica,Não,"Conhecimentos específicos / Pensamento algébrico e Estruturas algébricas.  LICENCIATURA EM MATEMÁTICA  3 – EMENTA:  Este componente curricular aborda de maneira introdutória as estruturas algébricas mais comuns:  grupos, anéis e corpos. Destaca-se nesta componente o estudo sobre anéis de polinômios,  principalmente aqueles com coeficientes racionais e reais, e a menção ao Teorema Fundamental  da Álgebra.  4 – OBJETIVOS:  1. Compreender o desenvolvimento do pensamento algébrico e das Estruturas algébricas,  além de suas potencialidades para a fundamentação do ensino e da aprendizagem da  matemática e para a reflexão sobre a prática docente;  2. Apresentar de maneira introdutória a teoria de grupos devidamente contextualizada a fim  de compreender seu papel histórico na impossibilidade de solução da equação quíntica  através de radicais e sua associação com a teoria de simetrias;  3. Compreender a teoria básica de anéis, incluindo um bom entendimento sobre ideais e seus  principais tipos;  4. Compreender o conceito de corpo e reconhecer os principais corpos comumente  utilizados;  5. Explorar a teoria de anéis de polinômios como uma aplicação da teoria geral de anéis;  6. Compreender a equivalente definição do corpo dos números complexos através do  quociente do anel dos polinômios com coeficientes reais pelo ideal gerado pelo polinômio  x²+1;  7. Solidificar a compreensão do estudante sobre expressões algébricas, a fim de que o  aprofundamento aqui proposto contribua positivamente na sua prática docente.  LICENCIATURA EM MATEMÁTICA","Este componente curricular aborda de maneira introdutória as estruturas algébricas mais comuns:  grupos, anéis e corpos. Destaca-se nesta componente o estudo sobre anéis de polinômios,  principalmente aqueles com coeficientes racionais e reais, e a menção ao Teorema Fundamental  da Álgebra.","1. Compreender o desenvolvimento do pensamento algébrico e das Estruturas algébricas,  além de suas potencialidades para a fundamentação do ensino e da aprendizagem da  matemática e para a reflexão sobre a prática docente;  2. Apresentar de maneira introdutória a teoria de grupos devidamente contextualizada a fim  de compreender seu papel histórico na impossibilidade de solução da equação quíntica  através de radicais e sua associação com a teoria de simetrias;  3. Compreender a teoria básica de anéis, incluindo um bom entendimento sobre ideais e seus  principais tipos;  4. Compreender o conceito de corpo e reconhecer os principais corpos comumente  utilizados;  5. Explorar a teoria de anéis de polinômios como uma aplicação da teoria geral de anéis;  6. Compreender a equivalente definição do corpo dos números complexos através do  quociente do anel dos polinômios com coeficientes reais pelo ideal gerado pelo polinômio  x²+1;  7. Solidificar a compreensão do estudante sobre expressões algébricas, a fim de que o  aprofundamento aqui proposto contribua positivamente na sua prática docente.  LICENCIATURA EM MATEMÁTICA","1. Grupos: definições elementares, propriedades, subgrupos, grupos finitos, homomorfismos  e isomorfismos de grupos, potências e múltiplos, grupos cíclicos, classes laterais, Teorema  de Lagrange;  2. Anéis: definições elementares, propriedades, subanéis, tipos de anéis, domínios de  integridade, homomorfismos e isomorfismos de anéis;  3. Corpos: definições elementares, propriedades, corpos de frações de domínios de  integridade;  4. Ideais em anéis comutativos: definições elementares, ideais gerados, ideais e anéis  principais, ideais primos e maximais, anéis quociente;  5. Anéis de polinômios: construção, definições elementares e propriedades sobre polinômios  e suas raízes, algoritmo euclidiano de divisão de polinômios, Teorema do Resto,  irredutibilidade de polinômios, critério de irredutibilidade de Eisenstein;  6. Noções gerais sobre corpos algebricamente fechados e o Teorema Fundamental da  Álgebra.",PPC_Matematica.pdf,5º Semestre,57
Licenciatura Em Matemática,Cálculo Diferencial e Integral 4,CBTCDF4,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos específicos / Função e Cálculo Diferencial e Integral;  Conhecimentos específicos / Fundamentos de Análise.,"Este componente curricular prevê a introdução ao cálculo vetorial e a construção, utilização e  aplicação dos conceitos de sequências e séries infinitas.","1. Proporcionar ao estudante conhecimento elementar de cálculo vetorial, seus principais  resultados e aplicações;  2. Proporcionar ao estudante conhecimento sobre sequências e séries infinitas, seus aspectos  teóricos e aplicações;  3. Compreender o conceito de função como um caso particular de relação, e ampliar o estudo  de seu comportamento por meio de conceitos do Cálculo Diferencial e Integral, articulados  com outras áreas do conhecimento e com a Educação Básica;  4. Conceder conceitos que estruturam o Cálculo Diferencial e Integral, assim como as outras  LICENCIATURA EM MATEMÁTICA  áreas da matemática, trazendo discussões que abordam questões reflexivas sobre como a  simbologia e a linguagem matemática, as formas de demonstração e o deslocamento do  saber científico influenciam no processo de ensino e aprendizagem da matemática.  LICENCIATURA EM MATEMÁTICA","1. Noções de curvas parametrizadas: limite, continuidade, derivada, reta tangente, integral,  comprimento de curva;  2. Cálculo vetorial: campos vetoriais, integrais de linha, Teorema Fundamental da Integrais  de Linha, Teorema de Green, rotacional e divergente, superfícies parametrizadas, integrais  de superfície, áreas de superfícies, fluxo, Teorema de Stokes, Teorema de Gauss;  3. Sequências numéricas: definições elementares, limite e convergência, subsequências;  4. Séries numéricas: definições elementares, convergência, convergência absoluta, série  harmônica, teste da divergência, séries alternadas, testes de convergência (da integral, da  comparação, de Leibniz, da razão e da raiz), séries de potências, séries de Taylor.",PPC_Matematica.pdf,6º Semestre,57
Licenciatura Em Matemática,Ensino de Álgebra,CBTENAL,Obrigatório,Não informado,1,4,76,Teórica e Prática,Não,Conhecimentos específicos / Metodologias de ensino;  Conhecimentos específicos / Pensamento algébrico e Estruturas algébricas;  Conhecimentos pedagógicos / 2. Didática / 2.3 Métodos e técnicas de ensino.,"O foco deste componente curricular é o estudo do desenvolvimento do pensamento algébrico e  dos conceitos de álgebra na educação básica. Diversos recursos didáticos e estratégias de ensino  serão estudados e discutidos de modo a desenvolver a relação entre álgebra, a generalização de  conceitos matemáticos e o uso de linguagens cada vez mais formais pelos alunos dos futuros  professores. Estuda a maneira pela qual a matemática pode contribuir positivamente para a  superação de problemáticas educacionais, sociais, ambientais e para o desenvolvimento científico  e tecnológico. Contempla a Prática como Componente Curricular (PCC), portanto discute a  elaboração de sequências de ensino, planos de aula, regências supervisionadas, desenvolvimento  de projetos e pesquisas sobre o ensino e aprendizagem de álgebra na educação básica.  LICENCIATURA EM MATEMÁTICA","1. Compreender as diferentes funções e concepções da álgebra e sua relação com o ensino;  2. Entender o desenvolvimento do pensamento algébrico e das estruturas algébricas, além  de suas potencialidades para a fundamentação do ensino e da aprendizagem da  matemática e para a reflexão sobre a prática docente;  3. Conhecer, compreender e experimentar diferentes metodologias de ensino álgebra;  4. Investigar práticas de ensino e explorar diferentes recursos didáticos, incluindo jogos e  tecnologias digitais, que permitam o desenvolvimento do pensamento algébrico e a  compreensão dos conceitos de álgebra na educação básica;  5. Conhecer as competências e habilidades relacionadas ao ensino de álgebra e presentes  nos referenciais curriculares brasileiros, em especial na BNCC;  6. Conhecer, compreender e refletir sobre o significado da igualdade, da equivalência, da  variação de grandezas e dos padrões e regularidades no ensino de álgebra na educação  básica.","1. Álgebra: seu significado e suas funções;  2. As ideias da álgebra: aritmética generalizadora, resolução de problemas, estudo das  estruturas e estudo da variação de grandezas (função);  3. Igualdade e equivalência de números e operações;  4. Padrões, regularidades e generalizações;  5. A trajetória do ensino da álgebra na educação básica retratada nos documentos  curriculares nacionais;  6. Dificuldades na aprendizagem de álgebra na educação básica;  7. Recursos metodológicos e tecnológicos para o ensino de álgebra na educação básica.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,6º Semestre,57
Licenciatura Em Matemática,Extensão 4,CBTEXS4,Obrigatório,Não informado,1,6,114,Teórica e Prática,Sim,"Conhecimentos específicos / Metodologias de ensino;  Conhecimentos específicos / Língua Portuguesa na prática docente;  Conhecimentos pedagógicos / 2. Didática;  Conhecimentos pedagógicos / 5. Diversidade, direitos humanos e inclusão.","Este componente curricular busca articular o conhecimento científico com as necessidades da  comunidade de modo a transformar a realidade social através da execução de projeto(s) de  extensão cujas ações prevejam, de modo protagonizado pelos estudantes, a organização de algum  evento acadêmico e a prestação de serviço educacional para a comunidade ou a preparação e o  oferecimento de curso(s) de interesse social. Parte das atividades de extensão executadas nessa  disciplina devem estar vinculadas à formação do aluno para a prática docente, consistindo em  horas de prática como componente curricular (PCC).  LICENCIATURA EM MATEMÁTICA","1. Permitir que o licenciando tenha a experiência prática de participar da organização de  algum evento de ensino, pesquisa ou extensão;  2. Propiciar ao licenciando a oportunidade de experimentar a realização de ações  extensionistas de modo vinculado à sua formação docente;  3. Desenvolver o protagonismo estudantil, contribuindo para a sua formação integral;  4. Realizar a interação dialógica com a comunidade e os arranjos produtivos, culturais,  artísticos e sociais locais e regionais;  5. Promover os impactos social e acadêmico dos cursos, de discentes e servidores do IFSP;  6. Desenvolver atividades práticas relacionadas à extensão;  7. Possibilitar que os alunos utilizem e divulguem os conhecimentos científicos adquiridos  ao longo do seu curso, em particular os conhecimentos matemáticos, na contribuição do  desenvolvimento social externo ao seu ambiente acadêmico;  8. Experimentar nas atividades extensionistas diferentes metodologias de ensino de  matemática;  9. Utilizar a Língua Portuguesa, contextualizada na prática docente e nas atividades  extensionistas.","1. Estudo, análise, reflexão e discussão de projeto(s) ou programa(s) de extensão previamente  aprovado(s) que possa(m) ser executado(s) ao longo desta disciplina;  2. Estudo e discussão sobre aspectos a serem considerados na organização de um evento  acadêmico;  3. Divisão de tarefas, organização em grupos e preparação para a realização do(s) projeto(s)  ou programa(s) de extensão vinculados à disciplina;  4. Preparação, desenvolvimento e execução do evento acadêmico proposto para ser  organizado ao longo desta disciplina;  5. Execução das ações previstas pelo(s) projeto(s) ou programa(s) de extensão vinculados à  disciplina;  6. Acompanhamento e observação de necessidades de adaptação das atividades previstas  no(s) projeto(s) ou programa(s) à medida em que o(s) mesmo(s) estiver(em) sendo  executado(s);  7. Avaliação e discussão sobre os resultados observados na realização das atividades  extensionistas relacionadas à disciplina e suas contribuições na formação dos estudantes  LICENCIATURA EM MATEMÁTICA  protagonistas dessas ações.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,6º Semestre,0
Licenciatura Em Matemática,Física 1,CBTFSC1,Obrigatório,Não informado,1,4,76,Teórica,Não,Conhecimentos específicos / Interdisciplinaridade e desenvolvimento de projetos na Educação  Básica.,"O componente curricular representa uma introdução à física e a relação do fenômeno natural  explicado através da linguagem matemática. O componente aborda tópicos de Mecânica  (Cinemática e Dinâmica) do Ensino Médio, possibilitando a interação com o professor de Física e  a construção de projetos interdisciplinares entre ambas as áreas, além de relacionar a física com  o meio ambiente. São também aplicações dos conceitos de Cálculo Diferencial Integral e Vetores  à Mecânica, não só fundamentando o aprendizado das disciplinas de Cálculo mas também  possibilitando uma compreensão mais profunda dos tópicos estudados.","1. Discutir conhecimentos matemáticos articulados às diversas áreas do conhecimento  humano, promovendo para uma visão interdisciplinar das Ciências, valorizando a  Matemática como campo de saber essencial à resolução de situações do mundo real, para  entender questões ambientais e dando subsídios para o desenvolvimento de projetos na  Educação Básica;  LICENCIATURA EM MATEMÁTICA  2. Representar a realidade como um modelo matemático;  3. Possibilitar que o estudante perceba as relações entre a Física, Matemática e meio  ambiente, percebendo as operações vetoriais e o cálculo diferencial e integral se  relacionando com a natureza dos fenômenos Físicos, simetrias e conservações.","1. Medidas Físicas;  2. Unidades de Medida e Sistema Internacional de Unidades;  3. Cinemática Escalar: Velocidade média e instantânea, Aceleração média e instantânea;  Funções Horárias e gráficos do Movimento Uniforme (M.U.); Funções Horárias e gráficos  do Movimento Uniformemente Variado (M.U.V.); Derivadas e Integrais de funções horárias;  4. Cinemática Vetorial: Grandezas Escalares e Vetoriais; Lançamentos; Movimento Circular;  5. Dinâmica: Forças; Leis de Newton; Estática; Trabalho e Energia Cinética; Forças  Conservativas e Energia Potencial em uma e mais dimensões; Energia Mecânica e sua  conservação; Dinâmica impulsiva; Conservação do Momento Linear e Colisões.  6. Uso da Física Mecânica para explicar o meio ambiente.",PPC_Matematica.pdf,6º Semestre,57
Licenciatura Em Matemática,Gestão e Políticas Educacionais,CBTGPED,Obrigatório,Não informado,1,2,38,Teórica,Não,"Conhecimentos Pedagógicos / 1. Fundamentos da Educação / 1.2 Sociologia da Educação;  Conhecimentos Pedagógicos / 1. Fundamentos da Educação / 1.3 História da Educação;  Conhecimentos Pedagógicos / 2. Didática / 2.2 Planejamento e avaliação;  Conhecimentos Pedagógicos / 3. Currículo;  Conhecimentos Pedagógicos / 4. Política e Organização da Educação Brasileira / 4.1 Gestão;  Conhecimentos Pedagógicos / 4. Política e Organização da Educação Brasileira / 4.2 Legislação;  Conhecimentos Pedagógicos / 5. Diversidade, direitos humanos e inclusão / 5.2 Educação para as  relações étnico- raciais e indígenas;  Conhecimentos Pedagógicos / 6. Educação Profissional e Tecnológica.","Este componente curricular prevê a leitura, discussão e análise da legislação existente para a  Educação Básica: LDB; Parâmetros Curriculares Nacionais, Diretrizes Curriculares Nacionais para a  Formação de Professores da Educação Básica, Estatuto da Criança e do Adolescente, Educação  Profissional e Tecnológica e o Plano Nacional da Educação, entre outras. Além disso, pretende  apresentar e refletir sobre os componentes da estrutura educacional brasileira e da estrutura da  escola, enfatizando as relações entre seus principais agentes. Discute temas como globalização,  LICENCIATURA EM MATEMÁTICA  direitos humanos, avaliações em larga escala, políticas públicas de meio ambiente, de inclusão  social, e de respeito a diversidade de gênero, étnico-racial, de faixa geracional, de orientação  sexual, política e religiosa.","1. Permitir ao futuro educador uma visão ampla de todo o processo educacional, entendendo  os problemas decorrentes de fatores estruturais e organizacionais;  2. Contribuir para que o estudante reflita sobre o papel do professor na organização escolar  e sobre os princípios, finalidades e objetivos da educação estabelecidos na legislação  vigente;  3. Entender as relações de poder que em seus tempos históricos, discutindo os  engendramentos que determinam os caminhos das políticas educacionais brasileiras e  seus reflexos nos processos dos vários tipos de Gestão educacional;  4. Discutir a função social das/dos futuras/os docentes dentro da educação matemática,  percebendo que tal função não se restringe às especificidades do componente curricular,  mas sim dentro de um espraiamento mais amplo e, nesse sentido, a depreensão da Gestão  e políticas educacionais.","1. Análise das relações de poder na escola com vistas à democracia e à inclusão social,  considerando-se o multiculturalismo, a diversidade/diferenças, os direitos humanos;  2. Análise de espaços educativos formais, informais e não-formais e suas relações com a  construção de saberes;  3. Análise da educação como direito e seus desdobramentos no que se refere à inclusão, à  diversidade e à democracia;  4. Educação e Sociedade: perspectivas contemporâneas emergentes;  5. Historicidade dos processos educativos e das práticas escolares no Brasil;  6. Estudos sobre as políticas educacionais e correntes pedagógicas no percurso histórico da  educação brasileira;  7. Reflexões teóricas/conceituais/práticas sobre o planejamento educacional em seus  contextos macro e micro, considerando a necessária articulação entre as diretrizes  curriculares, o currículo, o projeto político pedagógico da escola, os planos de ensino e os  planos de aula;  8. Cotidiano da escola como um espaço/tempo de pesquisa e formação continuada;  9. Currículo como construção social e cultural: ideologia, relações de poder na seleção de  LICENCIATURA EM MATEMÁTICA  conhecimentos e de conteúdos escolares;  10. O Estado, os direitos sociais e a políticas públicas e educacionais;  11. Gestão educacional e escolar considerando a função social da escola no contexto das  tensões existentes na sociedade de classes;  12. Políticas de Avaliação Escolar;  13. Financiamento da educação: FUNDEF, FUNDEB, CAQ e CAQI - análise histórico-crítica;  14. Princípios e concepções da gestão democrática e a atuação do professor na construção do  Projeto Pedagógico;  15. O público e o privado na educação brasileira;  16. Políticas de Ações Afirmativas e Educação;  17. Educação profissional e tecnológica: perspectivas históricas e legais;  18. Educação em direitos humanos, visando o respeito a diversidade étnico-racial, de gênero,  de faixa geracional, de raça, de orientação sexual, religiosa e política;  19. Educar no e para o trabalho como promoção humana; Formação politécnica; Trabalho,  educação, ciência e tecnologia; Juventude, trabalho e inclusão; Políticas de educação  profissional e de educação de jovens e adultos.",PPC_Matematica.pdf,6º Semestre,28
Licenciatura Em Matemática,Probabilidade e Estatística 1,CBTPES1,Obrigatório,Não informado,1,4,76,Teórica,Não,"Conhecimentos específicos / Contagem, estatística e probabilidade.","Este componente curricular disponibiliza ao discente um conjunto de ferramentas para o  tratamento e análise de dados e informações quantitativas. Desta forma, visa desenvolver a  confiança dos acadêmicos ao lidar com situações que envolvam a necessidade de interpretações  de problemas da vida cotidiana e de diversas áreas do conhecimento. Este componente também  disponibiliza ao discente os conceitos fundamentais de probabilidade e busca capacitar o  estudante na tradução da ocorrência de fenômenos probabilísticos nas diversas áreas do  conhecimento, reconhecendo tendências e tomando decisões dentro limites éticos e morais  envolvidos no desenvolvimento tecnológico.  LICENCIATURA EM MATEMÁTICA","1. Estudar diferentes procedimentos para a contagem de elementos selecionados de um  conjunto, dos modelos estatísticos e dos conceitos de probabilidade em diversos  contextos;  2. Desenvolver conhecimentos das diversas etapas que compõem uma análise estatística,  incluindo a elaboração de inferências e a tomada de decisões assertivas;  3. Coletar e organizar dados;  4. Apresentar os dados por intermédio de tabelas e/ou gráficos;  5. Analisar dados aplicando os recursos estatísticos necessários;  6. Compreender os fundamentos e conceitos clássicos de probabilidade.;  7. Compreender os modelos probabilísticos aplicáveis a análise de problemas reais;  8. Compreender a literatura científica da área;  9. Compreender o processo de ensino e aprendizagem de Probabilidade e Estatística na  educação básica.","1. A natureza da Estatística: Métodos estatísticos e séries estatísticas;  2. População e amostra: Elementos de amostragem e Estrutura de pesquisa;  3. Apresentação de dados: tabelas de distribuição de frequências e gráficos estatísticos  (gráficos de barras, coluna, setor, histograma, polígono de frequência, ogiva);  4. Medidas de tendência central: média, moda, mediana;  5. Medidas de dispersão: variância, desvio padrão, coeficiente de variação, critério de  homogeneidade;  6. Medidas separatrizes: quartil, decil e percentil;  7. Assimetria, curtose e normalidade;  8. O processo de ensino e aprendizagem de Estatística na educação básica;  9. Noções básicas: experimentos aleatórios, espaço amostral e eventos;  10. Definições de probabilidade: clássica, frequentista e subjetiva de probabilidade;  11. Probabilidade condicional, independência de eventos;  12. Variáveis aleatórias discretas e contínuas  13. Distribuição de probabilidades de variáveis aleatórias discretas e contínuas;  14. Esperança matemática de variáveis aleatórias discretas e contínuas;  15. O processo de ensino e aprendizagem de probabilidade na educação básica.  LICENCIATURA EM MATEMÁTICA",PPC_Matematica.pdf,6º Semestre,57
